,country,happiness_score,economy_gdp,life_expectancy,year
62,Slovenia,5.768,1.2994700000000001,0.79151,2016
63,Peru,5.742999999999999,0.9960200000000001,0.6299399999999999,2016
64,Turkmenistan,5.6579999999999995,1.08017,0.44006000000000006,2016
65,Mauritius,5.648,1.14372,0.66189,2016
66,Libya,5.615,1.0668799999999998,0.52304,2016
67,Latvia,5.56,1.2178799999999999,0.63952,2016
68,Cyprus,5.546,1.31857,0.8488,2016
69,Paraguay,5.537999999999999,0.8937299999999999,0.58295,2016
70,Romania,5.528,1.1697,0.67602,2016
71,Estonia,5.517,1.2796399999999999,0.68098,2016
72,Jamaica,5.51,0.89333,0.5946899999999999,2016
73,Croatia,5.4879999999999995,1.18649,0.70524,2016
74,Hong Kong,5.457999999999999,1.5107,0.9527700000000001,2016
75,Somalia,5.44,0.0,0.11465999999999998,2016
76,Kosovo,5.401,0.90145,0.54,2016
77,Turkey,5.388999999999999,1.1649200000000002,0.64718,2016
78,Indonesia,5.314,0.95104,0.49373999999999996,2016
79,Jordan,5.303,0.9967299999999999,0.60712,2016
80,Azerbaijan,5.291,1.12373,0.54504,2016
81,Philippines,5.279,0.81217,0.47036000000000006,2016
82,China,5.245,1.0278,0.73561,2016
83,Bhutan,5.196000000000001,0.8527,0.49759,2016
84,Kyrgyzstan,5.185,0.5604399999999999,0.5544899999999999,2016
85,Serbia,5.1770000000000005,1.03437,0.6458,2016
86,Bosnia and Herzegovina,5.162999999999999,0.9338299999999999,0.7076600000000001,2016
87,Montenegro,5.1610000000000005,1.07838,0.6353300000000001,2016
88,Dominican Republic,5.155,1.02787,0.5766899999999999,2016
89,Morocco,5.151,0.8405799999999999,0.5947100000000001,2016
90,Hungary,5.145,1.24142,0.67608,2016
91,Pakistan,5.132000000000001,0.68816,0.40306,2016
92,Lebanon,5.129,1.12268,0.76171,2016
93,Portugal,5.122999999999999,1.27607,0.7936300000000001,2016
94,Macedonia,5.121,1.0193,0.6473800000000001,2016
95,Vietnam,5.061,0.74037,0.66157,2016
96,Somaliland Region,5.0569999999999995,0.25558000000000003,0.33108000000000004,2016
97,Tunisia,5.045,0.97724,0.59577,2016
98,Greece,5.033,1.24886,0.80029,2016
99,Tajikistan,4.996,0.48835,0.5311899999999999,2016
100,Mongolia,4.907,0.9885299999999999,0.55469,2016
101,Laos,4.876,0.68042,0.38291,2016
102,Nigeria,4.875,0.75216,0.05108,2016
103,Honduras,4.871,0.69429,0.5838300000000001,2016
104,Iran,4.813,1.11758,0.64232,2016
105,Zambia,4.795,0.61202,0.23573000000000002,2016
106,Nepal,4.793,0.44626000000000005,0.50073,2016
107,Palestinian Territories,4.754,0.67024,0.56844,2016
108,Albania,4.655,0.9553,0.73007,2016
109,Bangladesh,4.643,0.54177,0.52989,2016
110,Sierra Leone,4.635,0.36485,0.0,2016
111,Iraq,4.575,1.07474,0.51076,2016
112,Namibia,4.574,0.9328700000000001,0.34745,2016
113,Cameroon,4.513,0.5249699999999999,0.12697999999999998,2016
114,Ethiopia,4.508,0.29283000000000003,0.34578000000000003,2016
115,South Africa,4.459,1.02416,0.18611,2016
116,Sri Lanka,4.415,0.9731799999999999,0.62007,2016
117,India,4.404,0.74036,0.45091000000000003,2016
118,Myanmar,4.395,0.34112,0.3988,2016
119,Egypt,4.362,0.95395,0.5211600000000001,2016
120,Armenia,4.36,0.8608600000000001,0.64083,2016
121,Kenya,4.356,0.52267,0.30146999999999996,2016
122,Ukraine,4.324,0.87287,0.58628,2016
123,Ghana,4.276,0.63107,0.29681,2016
124,Congo (Kinshasa),4.272,0.05661,0.188,2016
125,Georgia,4.252,0.8379200000000001,0.64035,2016
126,Congo (Brazzaville),4.236000000000001,0.7710899999999999,0.28212,2016
127,Senegal,4.218999999999999,0.44314,0.40457,2016
128,Bulgaria,4.217,1.11306,0.67806,2016
129,Mauritania,4.2010000000000005,0.6139100000000001,0.28639000000000003,2016
130,Zimbabwe,4.1930000000000005,0.35041,0.1595,2016
131,Malawi,4.156000000000001,0.08709,0.29364,2016
132,Sudan,4.138999999999999,0.63069,0.29759,2016
133,Gabon,4.121,1.15851,0.3494,2016
134,Mali,4.073,0.31292,0.16347,2016
135,Haiti,4.0280000000000005,0.34097,0.27494,2016
136,Botswana,3.9739999999999998,1.09426,0.34752,2016
137,Comoros,3.9560000000000004,0.27509,0.29980999999999997,2016
138,Ivory Coast,3.9160000000000004,0.55507,0.04476,2016
139,Cambodia,3.907,0.55604,0.42494,2016
140,Angola,3.866,0.84731,0.04991,2016
141,Niger,3.8560000000000003,0.1327,0.26161999999999996,2016
142,South Sudan,3.832,0.39394,0.15780999999999998,2016
143,Chad,3.763,0.42213999999999996,0.038239999999999996,2016
144,Burkina Faso,3.739,0.31995,0.21297,2016
145,Uganda,3.739,0.34719,0.19625,2016
146,Yemen,3.7239999999999998,0.57939,0.31048000000000003,2016
147,Madagascar,3.695,0.27954,0.37109000000000003,2016
148,Tanzania,3.6660000000000004,0.47155,0.35700000000000004,2016
149,Liberia,3.622,0.10705999999999999,0.23165,2016
150,Guinea,3.6069999999999998,0.22415,0.18829,2016
151,Rwanda,3.515,0.32846,0.31865,2016
152,Benin,3.484,0.39499,0.21028000000000002,2016
153,Afghanistan,3.36,0.38227,0.17344,2016
154,Togo,3.303,0.28123000000000004,0.24811,2016
155,Syria,3.069,0.7471899999999999,0.6299399999999999,2016
156,Burundi,2.905,0.06831,0.15747,2016
