,country,happiness_score,economy_gdp,life_expectancy,year
103,Gabon,4.7989999999999995,1.057,0.5710000000000001,2019
104,Laos,4.796,0.764,0.551,2019
105,South Africa,4.7219999999999995,0.96,0.469,2019
106,Albania,4.718999999999999,0.9470000000000001,0.8740000000000001,2019
107,Venezuela,4.707,0.96,0.805,2019
108,Cambodia,4.7,0.574,0.637,2019
109,Palestinian Territories,4.696000000000001,0.657,0.672,2019
110,Senegal,4.681,0.45,0.5710000000000001,2019
111,Somalia,4.668,0.0,0.268,2019
112,Namibia,4.638999999999999,0.879,0.47700000000000004,2019
113,Niger,4.628,0.138,0.366,2019
114,Burkina Faso,4.587,0.331,0.38,2019
115,Armenia,4.559,0.85,0.815,2019
116,Iran,4.548,1.1,0.785,2019
117,Guinea,4.534,0.38,0.375,2019
118,Georgia,4.519,0.8859999999999999,0.752,2019
119,Gambia,4.516,0.308,0.428,2019
120,Kenya,4.5089999999999995,0.512,0.581,2019
121,Mauritania,4.49,0.57,0.489,2019
122,Mozambique,4.466,0.204,0.39,2019
123,Tunisia,4.461,0.9209999999999999,0.815,2019
124,Bangladesh,4.456,0.562,0.723,2019
125,Iraq,4.437,1.043,0.574,2019
126,Congo (Kinshasa),4.418,0.094,0.35700000000000004,2019
127,Mali,4.39,0.385,0.308,2019
128,Sierra Leone,4.374,0.268,0.242,2019
129,Sri Lanka,4.3660000000000005,0.9490000000000001,0.831,2019
130,Myanmar,4.36,0.71,0.555,2019
131,Chad,4.35,0.35,0.192,2019
132,Ukraine,4.332,0.82,0.7390000000000001,2019
133,Ethiopia,4.2860000000000005,0.336,0.532,2019
134,Swaziland,4.212,0.8109999999999999,0.0,2019
135,Uganda,4.189,0.332,0.44299999999999995,2019
136,Egypt,4.166,0.9129999999999999,0.644,2019
137,Zambia,4.107,0.578,0.426,2019
138,Togo,4.085,0.275,0.41,2019
139,India,4.015,0.755,0.588,2019
140,Liberia,3.975,0.073,0.44299999999999995,2019
141,Comoros,3.9730000000000003,0.27399999999999997,0.505,2019
142,Madagascar,3.9330000000000003,0.27399999999999997,0.555,2019
143,Lesotho,3.802,0.489,0.168,2019
144,Burundi,3.775,0.046,0.38,2019
145,Zimbabwe,3.6630000000000003,0.366,0.433,2019
146,Haiti,3.597,0.32299999999999995,0.449,2019
147,Botswana,3.488,1.041,0.5379999999999999,2019
148,Syria,3.4619999999999997,0.619,0.44,2019
149,Malawi,3.41,0.191,0.495,2019
150,Yemen,3.38,0.287,0.46299999999999997,2019
151,Rwanda,3.3339999999999996,0.359,0.614,2019
152,Tanzania,3.2310000000000003,0.47600000000000003,0.499,2019
153,Afghanistan,3.2030000000000003,0.35,0.361,2019
154,Central African Republic,3.083,0.026000000000000002,0.105,2019
155,South Sudan,2.853,0.306,0.295,2019
