,country,happiness_score,economy_gdp,life_expectancy,year
0,Norway,7.537000179290769,1.6164631843566901,0.796666502952576,2017
1,Denmark,7.52199983596802,1.48238301277161,0.7925655245780941,2017
2,Iceland,7.50400018692017,1.480633020401,0.8335521221160892,2017
3,Switzerland,7.49399995803833,1.5649795532226598,0.858131289482117,2017
4,Finland,7.468999862670901,1.44357192516327,0.80915766954422,2017
5,Netherlands,7.3769998550415,1.50394463539124,0.8106961250305179,2017
6,Canada,7.31599998474121,1.47920441627502,0.83455765247345,2017
7,New Zealand,7.31400012969971,1.40570604801178,0.816759705543518,2017
8,Sweden,7.28399991989136,1.49438726902008,0.830875158309937,2017
9,Australia,7.28399991989136,1.4844149351120002,0.84388679265976,2017
10,Israel,7.212999820709231,1.3753824234008798,0.83840399980545,2017
11,Costa Rica,7.0789999961853,1.10970628261566,0.7595092654228209,2017
12,Austria,7.00600004196167,1.4870972633361799,0.8153284192085269,2017
13,United States,6.993000030517581,1.54625928401947,0.7742866277694699,2017
14,Ireland,6.9770002365112305,1.5357066392898602,0.8097826242446899,2017
15,Germany,6.9510002136230495,1.48792338371277,0.798950731754303,2017
16,Belgium,6.89099979400635,1.4637807607650801,0.8180918693542479,2017
17,Luxembourg,6.86299991607666,1.74194359779358,0.845089495182037,2017
18,United Kingdom,6.71400022506714,1.44163393974304,0.805335938930511,2017
19,Chile,6.65199995040894,1.25278460979462,0.8194797039031979,2017
20,United Arab Emirates,6.6479997634887695,1.6263433694839498,0.726798236370087,2017
21,Brazil,6.6350002288818395,1.1073532104492199,0.6165523529052729,2017
22,Czech Republic,6.60900020599365,1.35268235206604,0.754444003105164,2017
23,Argentina,6.59899997711182,1.18529546260834,0.695137083530426,2017
24,Mexico,6.57800006866455,1.1531838178634601,0.709978997707367,2017
25,Singapore,6.57200002670288,1.69227766990662,0.9494923949241642,2017
26,Malta,6.52699995040894,1.34327983856201,0.821944236755371,2017
27,Uruguay,6.4539999961853,1.2175596952438401,0.719216823577881,2017
28,Guatemala,6.4539999961853,0.872001945972443,0.540239989757538,2017
29,Panama,6.4520001411438,1.23374843597412,0.706156134605408,2017
30,France,6.44199991226196,1.43092346191406,0.8444658517837521,2017
31,Thailand,6.4239997863769505,1.12786877155304,0.647239029407501,2017
32,Taiwan Province of China,6.42199993133545,1.4336265325546298,0.793984234333038,2017
33,Spain,6.40299987792969,1.38439786434174,0.888960599899292,2017
34,Qatar,6.375,1.8707656860351598,0.7100980877876278,2017
35,Colombia,6.35699987411499,1.07062232494354,0.595027923583984,2017
36,Saudi Arabia,6.343999862670901,1.53062355518341,0.590148329734802,2017
37,Trinidad and Tobago,6.1680002212524405,1.36135590076447,0.5199832916259771,2017
38,Kuwait,6.10500001907349,1.63295245170593,0.6321057081222529,2017
39,Slovakia,6.09800004959106,1.32539355754852,0.712732911109924,2017
40,Bahrain,6.08699989318848,1.4884122610092199,0.653133034706116,2017
41,Malaysia,6.08400011062622,1.29121541976929,0.618784427642822,2017
42,Nicaragua,6.07100009918213,0.737299203872681,0.6530959606170649,2017
43,Ecuador,6.00799989700317,1.00082039833069,0.685636222362518,2017
44,El Salvador,6.002999782562259,0.9097844958305359,0.596018552780151,2017
45,Poland,5.97300004959106,1.29178786277771,0.699475347995758,2017
46,Uzbekistan,5.97100019454956,0.786441087722778,0.498272627592087,2017
47,Italy,5.96400022506714,1.3950666189193701,0.8531443476676941,2017
48,Russia,5.962999820709231,1.28177809715271,0.547349333763123,2017
49,Belize,5.955999851226809,0.907975316047668,0.45019176602363603,2017
50,Japan,5.92000007629395,1.41691517829895,0.9134758710861209,2017
51,Lithuania,5.90199995040894,1.3145823478698702,0.62894994020462,2017
52,Algeria,5.872000217437741,1.09186446666718,0.6175846457481379,2017
53,Latvia,5.849999904632571,1.26074862480164,0.638566970825195,2017
54,South Korea,5.837999820709231,1.40167844295502,0.900214076042175,2017
55,Moldova,5.837999820709231,0.7288706302642819,0.5894652009010309,2017
56,Romania,5.824999809265139,1.21768391132355,0.6851583123207089,2017
57,Bolivia,5.82299995422363,0.833756566047668,0.47363024950027505,2017
